Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
0.7096,Sat Mar 17 14:00:03 +0000 2018,0.0,0.753,0.247,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL,32,@CBS
0.296,Fri Mar 16 22:53:21 +0000 2018,0.0,0.896,0.104,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i,33,@CBS
0.0,Fri Mar 16 18:15:53 +0000 2018,0.0,1.0,0.0,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…",34,@CBS
0.6514,Fri Mar 16 16:28:40 +0000 2018,0.0,0.822,0.178,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP,35,@CBS
0.7088,Thu Mar 15 17:54:06 +0000 2018,0.0,0.763,0.237,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions ???? https://t.co/ie1…",36,@CBS
-0.4939,Thu Mar 15 17:20:26 +0000 2018,0.157,0.766,0.077,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…,37,@CBS
0.6514,Thu Mar 15 16:42:41 +0000 2018,0.0,0.806,0.194,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb,38,@CBS
0.6115,Thu Mar 15 14:32:16 +0000 2018,0.0,0.734,0.266,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR,39,@CBS
0.6696,Wed Mar 14 19:30:01 +0000 2018,0.0,0.781,0.219,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S",40,@CBS
0.3612,Tue Mar 13 18:48:52 +0000 2018,0.0,0.857,0.143,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…",41,@CBS
0.539,Tue Mar 13 14:15:10 +0000 2018,0.0,0.821,0.179,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI",42,@CBS
0.2244,Mon Mar 12 18:13:28 +0000 2018,0.0,0.917,0.083,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is ???! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…,43,@CBS
0.0,Mon Mar 12 01:20:43 +0000 2018,0.0,1.0,0.0,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…",44,@CBS
0.4926,Fri Mar 09 22:48:26 +0000 2018,0.0,0.883,0.117,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…,45,@CBS
0.1275,Fri Mar 09 22:24:20 +0000 2018,0.092,0.795,0.113,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…",46,@CBS
0.4215,Fri Mar 09 21:10:21 +0000 2018,0.0,0.823,0.177,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N",47,@CBS
0.8658,Fri Mar 09 18:27:28 +0000 2018,0.0,0.553,0.447,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…",48,@CBS
0.0,Fri Mar 09 16:02:27 +0000 2018,0.0,1.0,0.0,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,49,@CBS
0.8625,Thu Mar 08 18:00:49 +0000 2018,0.0,0.664,0.336,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT,50,@CBS
0.4926,Thu Mar 08 17:03:04 +0000 2018,0.0,0.868,0.132,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,51,@CBS
-0.2023,Wed Mar 07 18:39:10 +0000 2018,0.23,0.619,0.15,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. ? Here's what critics are saying about #TheGoodF…",52,@CBS
0.0,Wed Mar 07 17:06:02 +0000 2018,0.0,1.0,0.0,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",53,@CBS
0.6705,Tue Mar 06 18:10:59 +0000 2018,0.0,0.756,0.244,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",54,@CBS
0.3818,Mon Mar 05 22:16:43 +0000 2018,0.0,0.833,0.167,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",55,@CBS
0.4404,Sun Mar 04 08:05:26 +0000 2018,0.0,0.884,0.116,"RT @thegoodfight: It feels good to be back. ??? The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",56,@CBS
0.0,Sat Mar 03 20:55:20 +0000 2018,0.0,1.0,0.0,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",57,@CBS
0.7096,Fri Mar 02 22:30:01 +0000 2018,0.0,0.753,0.247,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",58,@CBS
0.7096,Fri Mar 02 20:30:01 +0000 2018,0.0,0.718,0.282,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",59,@CBS
0.4939,Fri Mar 02 18:45:00 +0000 2018,0.0,0.849,0.151,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",60,@CBS
-0.6981,Thu Mar 01 18:59:01 +0000 2018,0.21,0.79,0.0,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,61,@CBS
0.4547,Thu Mar 01 18:12:57 +0000 2018,0.092,0.749,0.159,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",62,@CBS
0.8591,Thu Mar 01 18:11:50 +0000 2018,0.0,0.462,0.538,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,63,@CBS
0.4885,Thu Mar 01 18:10:50 +0000 2018,0.151,0.615,0.234,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,64,@CBS
0.5994,Thu Mar 01 14:36:21 +0000 2018,0.0,0.822,0.178,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",65,@CBS
0.7717,Thu Mar 01 14:29:20 +0000 2018,0.0,0.675,0.325,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",66,@CBS
0.6908,Thu Mar 01 14:15:29 +0000 2018,0.0,0.725,0.275,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",67,@CBS
0.0,Thu Mar 01 13:50:11 +0000 2018,0.0,1.0,0.0,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",68,@CBS
0.0,Thu Mar 01 01:04:52 +0000 2018,0.0,1.0,0.0,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,69,@CBS
0.0,Wed Feb 28 19:56:58 +0000 2018,0.0,1.0,0.0,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",70,@CBS
0.4404,Wed Feb 28 19:08:30 +0000 2018,0.0,0.884,0.116,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",71,@CBS
0.5562,Tue Feb 27 03:23:47 +0000 2018,0.0,0.848,0.152,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,72,@CBS
0.0,Mon Feb 26 22:50:32 +0000 2018,0.0,1.0,0.0,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",73,@CBS
0.0,Mon Feb 26 21:08:30 +0000 2018,0.0,1.0,0.0,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",74,@CBS
0.4482,Mon Feb 26 19:53:41 +0000 2018,0.0,0.895,0.105,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! ? You can be…",75,@CBS
0.784,Mon Feb 26 18:32:36 +0000 2018,0.0,0.734,0.266,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,76,@CBS
0.9359,Mon Feb 26 18:20:16 +0000 2018,0.0,0.571,0.429,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert?'s good fri…,77,@CBS
-0.5423,Mon Feb 26 16:53:56 +0000 2018,0.184,0.816,0.0,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",78,@CBS
0.0,Mon Feb 26 16:52:01 +0000 2018,0.0,1.0,0.0,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",79,@CBS
0.0,Mon Feb 26 16:17:55 +0000 2018,0.0,1.0,0.0,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",80,@CBS
0.7644,Mon Feb 26 01:12:32 +0000 2018,0.0,0.769,0.231,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",81,@CBS
0.0,Sun Feb 25 21:51:32 +0000 2018,0.0,1.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,82,@CBS
0.0,Sun Feb 25 21:51:22 +0000 2018,0.0,1.0,0.0,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",83,@CBS
0.5093,Fri Feb 23 18:15:40 +0000 2018,0.0,0.845,0.155,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! ??…,84,@CBS
0.0,Thu Feb 22 19:26:52 +0000 2018,0.0,1.0,0.0,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",85,@CBS
0.0,Wed Feb 21 19:20:04 +0000 2018,0.0,1.0,0.0,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,86,@CBS
0.6808,Wed Feb 21 18:19:25 +0000 2018,0.0,0.752,0.248,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",87,@CBS
0.4404,Tue Feb 20 19:55:19 +0000 2018,0.0,0.884,0.116,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",88,@CBS
-0.4019,Tue Feb 20 17:58:18 +0000 2018,0.119,0.881,0.0,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",89,@CBS
0.3612,Tue Feb 20 17:39:51 +0000 2018,0.0,0.872,0.128,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,90,@CBS
0.6124,Sat Feb 17 01:07:20 +0000 2018,0.0,0.773,0.227,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",91,@CBS
0.3182,Fri Feb 16 18:42:43 +0000 2018,0.0,0.892,0.108,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",92,@CBS
0.68,Fri Feb 16 17:48:20 +0000 2018,0.0,0.752,0.248,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",93,@CBS
0.8619,Wed Feb 14 19:23:27 +0000 2018,0.0,0.534,0.466,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ?? Happy #ValentinesDay! https://t.co/poEejI4AnC,94,@CBS
0.0,Tue Feb 13 20:03:56 +0000 2018,0.0,1.0,0.0,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",95,@CBS
0.7506,Tue Feb 13 18:54:52 +0000 2018,0.0,0.748,0.252,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",96,@CBS
0.0,Mon Feb 12 18:49:45 +0000 2018,0.0,1.0,0.0,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,97,@CBS
0.0,Mon Feb 12 01:32:33 +0000 2018,0.0,1.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,98,@CBS
0.8478,Fri Feb 09 00:50:01 +0000 2018,0.0,0.696,0.304,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,99,@CBS
-0.3612,Tue Mar 27 19:47:32 +0000 2018,0.098,0.902,0.0,RT @CNNMoney: The Dow has fallen more than 400 points after rising more than 200 points earlier. We're watching the markets live on a rolle…,0,@CNN
-0.6908,Tue Mar 27 19:46:03 +0000 2018,0.299,0.701,0.0,Russian President Vladimir Putin's missteps over the Russian spy murder https://t.co/af6zPuDdnd https://t.co/xMJN5CRN4G,1,@CNN
0.4215,Tue Mar 27 19:39:07 +0000 2018,0.0,0.851,0.149,US Ambassador to the United Nations Nikki Haley berates Russia and UN colleagues over Syria https://t.co/TDXyIf7w2E https://t.co/3SDybcWC2M,2,@CNN
0.1027,Tue Mar 27 19:33:01 +0000 2018,0.0,0.903,0.097,Thinking of freelancing? Here's what the new tax law does for you https://t.co/ZX8iOVkwDl https://t.co/8yfDGS3Qld,3,@CNN
0.0,Tue Mar 27 19:31:04 +0000 2018,0.0,1.0,0.0,How Gina Haspel is trying to overcome her past to become the next CIA director https://t.co/Hupze3SL5g https://t.co/tZuyAth9D6,4,@CNN
0.0,Tue Mar 27 19:26:04 +0000 2018,0.0,1.0,0.0,Quickly catch up on the day's news https://t.co/vYRj1WjUeO https://t.co/df9LJv9R5F,5,@CNN
0.0,Tue Mar 27 19:24:03 +0000 2018,0.0,1.0,0.0,President Trump has privately floated the idea of funding construction of a border wall with Mexico through the US… https://t.co/ImTXba0XRY,6,@CNN
0.0,Tue Mar 27 19:19:03 +0000 2018,0.0,1.0,0.0,"In Trump's world, once you check in you rarely check out https://t.co/jE3V3i1KT2 https://t.co/DG5xRFRsGV",7,@CNN
0.5267,Tue Mar 27 19:15:26 +0000 2018,0.0,0.861,0.139,"RT @CNNPolitics: Sanders on retired SCOTUS Justice John Paul Stevens calling for the Second Amendment to be repealed: ""The President and th…",8,@CNN
0.1477,Tue Mar 27 19:13:45 +0000 2018,0.0,0.915,0.085,White House press secretary Sarah Sanders on Jimmy Carter's statement that most people want a president with basic… https://t.co/u2W0Bd4JQ7,9,@CNN
-0.34,Tue Mar 27 19:12:03 +0000 2018,0.179,0.821,0.0,"Fire service 2 hours late to Manchester bombing scene, report finds https://t.co/KxQvSS47Ht https://t.co/b0zgunz322",10,@CNN
-0.5574,Tue Mar 27 19:08:08 +0000 2018,0.167,0.833,0.0,White House press secretary Sarah Sanders says President Trump has spoken with Rob Porter once since his departure… https://t.co/xIy7nrsWvt,11,@CNN
0.296,Tue Mar 27 19:05:06 +0000 2018,0.0,0.82,0.18,"""Dancing With the Stars"" pros share first wedding photo https://t.co/yQpnus99lQ https://t.co/gWeNSS1tbC",12,@CNN
0.0,Tue Mar 27 19:04:26 +0000 2018,0.0,1.0,0.0,White House press secretary Sarah Sanders says President Trump “still has plans to look at potential ways” for Mexi… https://t.co/zN3CeFk4Co,13,@CNN
-0.4404,Tue Mar 27 19:01:44 +0000 2018,0.112,0.888,0.0,"RT @CNNPolitics: Sanders on the $130,000 payoff Trump’s lawyer made to Stormy Daniels: “I can tell you that the President has denied the al…",14,@CNN
0.0,Tue Mar 27 18:58:05 +0000 2018,0.0,1.0,0.0,"Rapper Cardi B unveils ""Invasion of Privacy"" album cover and announces release date https://t.co/RqlrzLo5Jx https://t.co/WgIjn55o2S",15,@CNN
0.4939,Tue Mar 27 18:51:32 +0000 2018,0.0,0.814,0.186,Stormy Daniels' friend says she also plans to sue Michael Cohen for defamation https://t.co/160UBGcY3A https://t.co/DtI4QlhPAb,16,@CNN
0.128,Tue Mar 27 18:46:51 +0000 2018,0.0,0.923,0.077,White House press secretary Sarah Sanders on Trump’s legal team: “The President has a highly qualified team with se… https://t.co/dxsY5JHrBN,17,@CNN
0.0,Tue Mar 27 18:44:13 +0000 2018,0.0,1.0,0.0,White House press secretary Sarah Sanders says adding the question about citizenship in the 2020 Census is “necessa… https://t.co/GDH95SfAkU,18,@CNN
-0.1027,Tue Mar 27 18:44:07 +0000 2018,0.113,0.887,0.0,Health agency warns UK parents as scarlet fever cases soar https://t.co/kbNkN628FM https://t.co/ka59wPUOBh,19,@CNN
-0.5994,Tue Mar 27 18:37:05 +0000 2018,0.353,0.647,0.0,Arrest made over suspicious packages sent to military facilities https://t.co/HX4MV3mEu2 https://t.co/bfNd83E9nA,20,@CNN
0.0,Tue Mar 27 18:34:33 +0000 2018,0.0,1.0,0.0,"Sarah Sanders holds the White House press briefing. Watch CNN: https://t.co/UYpqI3w42L

Watch on Facebook:… https://t.co/8nxOpQ4777",21,@CNN
-0.4939,Tue Mar 27 18:30:07 +0000 2018,0.242,0.758,0.0,"""Chappaquiddick"" explores one of Sen. Ted Kennedy's darkest hours https://t.co/bsLhkMWJKP https://t.co/qUJFxcluUa",22,@CNN
0.7269,Tue Mar 27 18:27:44 +0000 2018,0.0,0.679,0.321,"President Trump is slated to attend a dinner at a private residence in Virginia, giving top supporters of a pro-Tru… https://t.co/YYhy7wNB1b",23,@CNN
-0.1027,Tue Mar 27 18:19:10 +0000 2018,0.1,0.818,0.082,"Bitcoin briefly fell below $8,000 because of concerns that top social media companies are no longer running ads tie… https://t.co/sTYx9YAFNw",24,@CNN
0.0,Tue Mar 27 18:12:06 +0000 2018,0.0,1.0,0.0,North Atlantic right whales may be on edge of extinction. There's been zero births this year.… https://t.co/O1Q84KZBWC,25,@CNN
0.0,Tue Mar 27 18:05:04 +0000 2018,0.0,1.0,0.0,Facebook whistleblower says more companies had access to user data https://t.co/qpDBjaQCeb https://t.co/fwVPIK4IQy,26,@CNN
0.0,Tue Mar 27 17:58:51 +0000 2018,0.0,1.0,0.0,There's so much more to explore in the Caribbean beyond the beaches https://t.co/h7HtGx998g https://t.co/ICQ0ota2yC,27,@CNN
-0.0772,Tue Mar 27 17:51:05 +0000 2018,0.118,0.776,0.106,"The UK should brace for weaker economic growth if fewer immigrants come to its shores after Brexit, according to go… https://t.co/oM0TuRzDUK",28,@CNN
0.0,Tue Mar 27 17:44:03 +0000 2018,0.0,1.0,0.0,Democrats may already be 35% of the way to a House majority https://t.co/vdDbgZWbW0 | Analysis by Harry Enten https://t.co/eetXFmS08f,29,@CNN
-0.4522,Tue Mar 27 17:37:05 +0000 2018,0.156,0.844,0.0,Blue states are far more likely to lose money and power over Census citizenship question https://t.co/iUuXkU2nFN https://t.co/qn32OHixgn,30,@CNN
0.5367,Tue Mar 27 17:30:09 +0000 2018,0.0,0.698,0.302,"""Roseanne"" revival offers more nostalgia than laughs https://t.co/CE0eviVNMq https://t.co/9sxKoKVpFz",31,@CNN
-0.6908,Tue Mar 27 17:23:04 +0000 2018,0.251,0.749,0.0,"Sacramento's police chief faces a test after his officers kill an unarmed, black father https://t.co/1XC2FpCxoF https://t.co/IawY5sWkwc",32,@CNN
0.0,Tue Mar 27 17:17:05 +0000 2018,0.0,1.0,0.0,A 21-year-old journalist is making headlines in Pakistan by becoming the country's first transgender news anchor… https://t.co/Xk5xurmNIt,33,@CNN
-0.5994,Tue Mar 27 17:09:05 +0000 2018,0.187,0.813,0.0,JUST IN: The California attorney general will hold an independent investigation into the shooting death of Stephon… https://t.co/wdEhNzXYTa,34,@CNN
0.5574,Tue Mar 27 17:02:06 +0000 2018,0.0,0.753,0.247,"Wall Street bonuses soar 17% to an average of $184,200 https://t.co/0ogGJoRdbW https://t.co/KFrmweSPZN",35,@CNN
0.0,Tue Mar 27 16:55:03 +0000 2018,0.0,1.0,0.0,Everything you need to know about your Facebook data https://t.co/Ll1SJ0wPqD https://t.co/hM6VzTB5s3,36,@CNN
-0.2732,Tue Mar 27 16:48:04 +0000 2018,0.231,0.769,0.0,3 simple ways to cut your taxes https://t.co/4rrtmwnizm https://t.co/g2rOsnjWyX,37,@CNN
0.0,Tue Mar 27 16:41:03 +0000 2018,0.0,1.0,0.0,"Waymo and Jaguar unveil a self-driving, electric SUV https://t.co/MB0VtinDJI https://t.co/tJn9170y5t",38,@CNN
0.0,Tue Mar 27 16:35:09 +0000 2018,0.0,1.0,0.0,These are President Trump's hires from Fox News https://t.co/Yji7QQbmOV https://t.co/2sRG8Ew7iz,39,@CNN
0.0,Tue Mar 27 16:27:04 +0000 2018,0.0,1.0,0.0,The US needs to borrow almost $300 billion this week https://t.co/GmMnnEsMsP https://t.co/Ysh0qGxHmj,40,@CNN
-0.8442,Tue Mar 27 16:20:06 +0000 2018,0.378,0.622,0.0,The former boss of convicted sexual abuser Larry Nassar has been accused of sexually assaulting female students… https://t.co/tyg59JQoQZ,41,@CNN
0.0,Tue Mar 27 16:13:43 +0000 2018,0.0,1.0,0.0,Mystery train carries rumors about a Kim Jong Un visit to China https://t.co/AlV2sus2ko https://t.co/e1igDRFGFL,42,@CNN
-0.8266,Tue Mar 27 16:06:46 +0000 2018,0.338,0.662,0.0,"After spending 23 years in prison for a crime he didn't commit, Nevest Coleman is back working as a groundskeeper f… https://t.co/F53zPVCfAK",43,@CNN
0.3612,Tue Mar 27 15:59:04 +0000 2018,0.097,0.737,0.166,The brother of slain Democratic National Committee staffer Seth Rich is suing right-wing activists and the Washingt… https://t.co/Ua0Il4salk,44,@CNN
0.1531,Tue Mar 27 15:55:53 +0000 2018,0.0,0.882,0.118,RT @DylanByers: NEW: Mark Zuckerberg *will* testify. Scoop in today’s PACIFIC. https://t.co/ODGsaS7Fxc https://t.co/9ipTN61PFa,45,@CNN
0.806,Tue Mar 27 15:53:08 +0000 2018,0.0,0.697,0.303,"""They didn't have to kill him like that. They didn't have to shoot him that many times."" The grandmother of Stephon… https://t.co/liSflnIQk5",46,@CNN
0.0,Tue Mar 27 15:45:04 +0000 2018,0.0,1.0,0.0,"BREAKING: Mark Zuckerberg has decided to testify before Congress, Facebook sources tell @CNNMoney. Facebook is curr… https://t.co/WBOftoigcP",47,@CNN
-0.5574,Tue Mar 27 15:38:07 +0000 2018,0.205,0.795,0.0,"Prince had a ""exceedingly high"" concentration of fentanyl in his body when he died https://t.co/WLi0DjDSKz https://t.co/PPsyyO1OUJ",48,@CNN
-0.8316,Tue Mar 27 15:32:50 +0000 2018,0.355,0.645,0.0,JUST IN: Louisiana attorney general announces no charges for police who shot and killed Alton Sterling outside a co… https://t.co/kcpC2QBNQg,49,@CNN
0.7783,Tue Mar 27 15:24:04 +0000 2018,0.0,0.688,0.312,Everything you need to know about the 2018 Longines Global Champions Tour and Global Champions League… https://t.co/L0b1Yg1AEU,50,@CNN
0.0,Tue Mar 27 15:17:04 +0000 2018,0.0,1.0,0.0,Simplifying art for the sake of politics https://t.co/zIqifi8A0V https://t.co/svjkehlpu1,51,@CNN
0.4404,Tue Mar 27 15:10:09 +0000 2018,0.0,0.794,0.206,Victor Blackwell is leading the #CNNBrackets challenge with 3 of his #FinalFour picks still alive. Head to… https://t.co/tYZNmX9oM1,52,@CNN
0.0,Tue Mar 27 15:03:05 +0000 2018,0.0,1.0,0.0,"Cops in Tempe, Arizona, now have AR-15s strapped to the back of their motorcycles https://t.co/RHpE6mS6pw https://t.co/8VDevoSqhj",53,@CNN
-0.3089,Tue Mar 27 14:56:02 +0000 2018,0.158,0.842,0.0,America's automakers won't get much help from new South Korea deal https://t.co/oFlbP19yP4 https://t.co/3xWdiYoqpK,54,@CNN
0.0,Tue Mar 27 14:49:07 +0000 2018,0.0,1.0,0.0,"Actor Sean Penn smoked a cigarette during an interview on ""The Late Show With Stephen Colbert,"" and viewers had a s… https://t.co/zbYICmpSMN",55,@CNN
-0.7351,Tue Mar 27 14:42:06 +0000 2018,0.47,0.53,0.0,Sponsors slam Australian cricket team over cheating https://t.co/OsUs4LNngB https://t.co/XjPil3qgB7,56,@CNN
-0.5423,Tue Mar 27 14:42:06 +0000 2018,0.191,0.809,0.0,RT @CNNnewsroom: Republican Rep. Francis Rooney says he's seen no information to contradict what Stormy Daniels and Karen McDougal have sai…,57,@CNN
-0.4497,Tue Mar 27 14:35:47 +0000 2018,0.214,0.7,0.085,"RT @CNNnewsroom: Republican Rep. Francis Rooney: Trump expelling Russian diplomats ""is a good start"" but he should ""denounce Russia's aggre…",58,@CNN
-0.3182,Tue Mar 27 14:35:06 +0000 2018,0.204,0.796,0.0,British sailor lost at sea in around-the-world race https://t.co/p3TrdfaP6u https://t.co/jSCH4YKCoX,59,@CNN
0.0,Tue Mar 27 14:28:07 +0000 2018,0.0,1.0,0.0,California officials sue over the Trump administration's decision to add a question about citizenship to the next c… https://t.co/mKC57J42V8,60,@CNN
0.0,Tue Mar 27 14:21:02 +0000 2018,0.0,1.0,0.0,Taiwan-based company Foxconn makes another big move in the US with Belkin deal https://t.co/ndbT1YIgfX https://t.co/r6cvH0a5Lb,61,@CNN
-0.5267,Tue Mar 27 14:15:09 +0000 2018,0.195,0.805,0.0,How Russian President Vladimir Putin's arrogance handed UK Prime Minister Theresa May a diplomatic coup… https://t.co/Tu6VzaqZAv,62,@CNN
0.6597,Tue Mar 27 14:10:58 +0000 2018,0.12,0.556,0.324,Retired Supreme Court Justice John Paul Stevens argues for repeal of Second Amendment https://t.co/EhKOf7q3aQ https://t.co/wC4Qe9Z4JP,63,@CNN
